time_us,node_id,frame_type,size_bytes
1e+06,20,ACK,14
1.00005e+06,7,QOSDATA_TID6,1066
1.00023e+06,20,ACK,14
1.00027e+06,7,CTL,20
1.00036e+06,15,RTS,20
1.00036e+06,13,RTS,20
1.00048e+06,9,RTS,20
1.00054e+06,20,CTS,14
1.0006e+06,9,QOSDATA_TID6,1066
1.00079e+06,20,ACK,14
1.00083e+06,9,CTL,20
1.00093e+06,11,RTS,20
1.00093e+06,6,RTS,20
1.00093e+06,17,RTS,20
1.00093e+06,19,RTS,20
1.00093e+06,1,RTS,20
1.00103e+06,10,RTS,20
1.0011e+06,20,CTS,14
1.00116e+06,10,QOSDATA_TID6,1066
1.00135e+06,20,ACK,14
1.00139e+06,10,CTL,20
1.00148e+06,4,RTS,20
1.00148e+06,17,RTS,20
1.00148e+06,19,RTS,20
1.00148e+06,15,RTS,20
1.00159e+06,0,RTS,20
1.00159e+06,2,RTS,20
1.00166e+06,20,CTS,14
1.00172e+06,2,QOSDATA_TID6,1066
1.0019e+06,20,ACK,14
1.00195e+06,2,CTL,20
1.00203e+06,11,RTS,20
1.00203e+06,4,RTS,20
1.00203e+06,15,RTS,20
1.0022e+06,4,RTS,20
1.00227e+06,20,CTS,14
1.00233e+06,4,QOSDATA_TID6,1066
1.00251e+06,20,ACK,14
1.00256e+06,4,CTL,20
1.00265e+06,16,RTS,20
1.00272e+06,20,CTS,14
1.00278e+06,16,QOSDATA_TID6,1066
1.00296e+06,20,ACK,14
1.00301e+06,16,QOSDATA_TID6,1066
1.00319e+06,20,ACK,14
1.00324e+06,16,QOSDATA_TID6,1066
1.00342e+06,20,ACK,14
1.00346e+06,16,CTL,20
1.00355e+06,11,RTS,20
1.00355e+06,0,RTS,20
1.00355e+06,15,RTS,20
1.00365e+06,18,RTS,20
1.00365e+06,14,RTS,20
1.0038e+06,18,RTS,20
1.00387e+06,20,CTS,14
1.00393e+06,18,QOSDATA_TID6,1066
1.00411e+06,20,ACK,14
1.00415e+06,18,CTL,20
1.00425e+06,7,RTS,20
1.00425e+06,12,RTS,20
1.00425e+06,6,RTS,20
1.00432e+06,20,CTS,14
1.00438e+06,12,QOSDATA_TID6,1066
1.00456e+06,20,ACK,14
1.0046e+06,12,CTL,20
1.00469e+06,3,RTS,20
1.00476e+06,20,CTS,14
1.00482e+06,3,QOSDATA_TID6,1066
1.005e+06,20,ACK,14
1.00505e+06,3,CTL,20
1.00513e+06,7,RTS,20
1.00513e+06,13,RTS,20
1.00525e+06,6,RTS,20
1.00532e+06,20,CTS,14
1.00538e+06,6,QOSDATA_TID6,1066
1.00556e+06,20,ACK,14
1.0056e+06,6,QOSDATA_TID6,1066
1.00579e+06,20,ACK,14
1.00583e+06,6,CTL,20
1.00592e+06,4,RTS,20
1.00599e+06,20,CTS,14
1.00605e+06,4,QOSDATA_TID6,1066
1.00623e+06,20,ACK,14
1.00628e+06,4,CTL,20
1.00636e+06,5,RTS,20
1.00636e+06,13,RTS,20
1.00636e+06,8,RTS,20
1.00643e+06,20,CTS,14
1.00649e+06,5,QOSDATA_TID6,1066
1.00667e+06,20,ACK,14
1.00672e+06,5,CTL,20
1.0068e+06,1,RTS,20
1.0068e+06,13,RTS,20
1.0069e+06,11,RTS,20
1.0069e+06,0,CTS,14
1.007e+06,0,RTS,20
1.00707e+06,20,CTS,14
1.00713e+06,0,QOSDATA_TID6,1066
1.00732e+06,20,ACK,14
1.00736e+06,0,CTL,20
1.00745e+06,10,RTS,20
1.00745e+06,14,RTS,20
1.00745e+06,1,RTS,20
1.00754e+06,8,RTS,20
1.00754e+06,9,RTS,20
1.00754e+06,17,RTS,20
1.00754e+06,11,RTS,20
1.00754e+06,15,RTS,20
1.00765e+06,19,RTS,20
1.00765e+06,10,RTS,20
1.00766e+06,6,RTS,20
1.0078e+06,10,RTS,20
1.0078e+06,6,RTS,20
1.00792e+06,19,RTS,20
1.00792e+06,18,RTS,20
1.00805e+06,16,RTS,20
1.00805e+06,14,RTS,20
1.00805e+06,1,RTS,20
1.00814e+06,10,RTS,20
1.00814e+06,9,RTS,20
1.00828e+06,9,RTS,20
1.00828e+06,7,RTS,20
1.00834e+06,20,CTS,14
1.0084e+06,9,QOSDATA_TID6,1066
1.00859e+06,20,ACK,14
1.00863e+06,9,CTL,20
1.00872e+06,14,RTS,20
1.00878e+06,20,CTS,14
1.00884e+06,14,QOSDATA_TID6,1066
1.00903e+06,20,ACK,14
1.00907e+06,14,QOSDATA_TID6,1066
1.00926e+06,20,ACK,14
1.0093e+06,14,CTL,20
1.00939e+06,1,RTS,20
1.00946e+06,20,CTS,14
1.00952e+06,1,QOSDATA_TID6,1066
1.0097e+06,20,ACK,14
1.00974e+06,1,QOSDATA_TID6,1066
1.00993e+06,20,ACK,14
1.00997e+06,1,CTL,20
1.01005e+06,20,BEACON,152
1.01031e+06,2,RTS,20
1.01031e+06,10,RTS,20
1.01031e+06,6,RTS,20
1.01041e+06,11,RTS,20
1.01041e+06,17,RTS,20
1.01052e+06,16,RTS,20
1.01059e+06,20,CTS,14
1.01065e+06,16,QOSDATA_TID6,1066
1.01083e+06,20,ACK,14
1.01088e+06,16,CTL,20
1.01096e+06,2,RTS,20
1.01096e+06,13,RTS,20
1.01103e+06,20,CTS,14
1.01109e+06,2,QOSDATA_TID6,1066
1.01127e+06,20,ACK,14
1.01132e+06,2,CTL,20
1.0114e+06,7,RTS,20
1.01147e+06,20,CTS,14
1.01153e+06,7,QOSDATA_TID6,1066
1.01172e+06,20,ACK,14
1.01176e+06,7,QOSDATA_TID6,1066
1.01194e+06,20,ACK,14
1.01199e+06,7,CTL,20
1.01207e+06,17,RTS,20
1.01207e+06,0,RTS,20
1.01207e+06,6,RTS,20
1.01214e+06,20,CTS,14
1.0122e+06,6,QOSDATA_TID6,1066
1.01239e+06,20,ACK,14
1.01243e+06,6,CTL,20
1.01252e+06,10,RTS,20
1.01252e+06,3,RTS,20
1.01252e+06,15,RTS,20
1.01263e+06,12,RTS,20
1.0127e+06,20,CTS,14
1.01276e+06,12,QOSDATA_TID6,1066
1.01294e+06,20,ACK,14
1.01299e+06,12,CTL,20
1.01307e+06,3,RTS,20
1.01307e+06,11,RTS,20
1.01307e+06,8,RTS,20
1.01307e+06,18,RTS,20
1.01317e+06,10,RTS,20
1.01324e+06,20,CTS,14
1.0133e+06,10,QOSDATA_TID6,1066
1.01348e+06,20,ACK,14
1.01353e+06,10,QOSDATA_TID6,1066
1.01371e+06,20,ACK,14
1.01376e+06,10,CTL,20
1.01384e+06,4,RTS,20
1.01384e+06,11,RTS,20
1.01384e+06,19,RTS,20
1.01396e+06,8,RTS,20
1.01403e+06,20,CTS,14
1.01409e+06,8,QOSDATA_TID6,1066
1.01427e+06,20,ACK,14
1.01431e+06,8,QOSDATA_TID6,1066
1.0145e+06,20,ACK,14
1.01454e+06,8,CTL,20
1.01463e+06,19,RTS,20
1.01463e+06,14,RTS,20
1.01475e+06,3,RTS,20
1.01482e+06,20,CTS,14
1.01488e+06,3,QOSDATA_TID6,1066
1.01506e+06,20,ACK,14
1.01511e+06,3,CTL,20
1.0152e+06,9,RTS,20
1.0152e+06,19,RTS,20
1.01526e+06,20,CTS,14
1.01532e+06,9,QOSDATA_TID6,1066
1.01551e+06,20,ACK,14
1.01555e+06,9,CTL,20
1.01565e+06,11,RTS,20
1.01565e+06,6,RTS,20
1.01565e+06,18,RTS,20
1.01565e+06,0,RTS,20
1.01575e+06,13,RTS,20
1.01582e+06,20,CTS,14
1.01588e+06,13,QOSDATA_TID6,1066
1.01606e+06,20,ACK,14
1.01611e+06,13,QOSDATA_TID6,1066
1.01629e+06,20,ACK,14
1.01634e+06,13,QOSDATA_TID6,1066
1.01652e+06,20,ACK,14
1.01656e+06,13,CTL,20
1.01667e+06,16,RTS,20
1.01667e+06,6,RTS,20
1.01667e+06,17,RTS,20
1.01667e+06,15,RTS,20
1.01667e+06,11,RTS,20
1.01677e+06,4,RTS,20
1.01684e+06,20,CTS,14
1.0169e+06,4,QOSDATA_TID6,1066
1.01708e+06,20,ACK,14
1.01712e+06,4,CTL,20
1.01722e+06,17,RTS,20
1.01722e+06,15,RTS,20
1.01732e+06,19,RTS,20
1.01732e+06,5,RTS,20
1.01732e+06,2,RTS,20
1.01732e+06,16,RTS,20
1.01743e+06,11,RTS,20
1.0175e+06,20,CTS,14
1.01756e+06,11,QOSDATA_TID6,1066
1.01774e+06,20,ACK,14
1.01779e+06,11,QOSDATA_TID6,1066
1.01797e+06,20,ACK,14
1.01802e+06,11,CTL,20
1.0181e+06,19,RTS,20
1.0181e+06,5,RTS,20
1.0181e+06,6,RTS,20
1.01817e+06,20,CTS,14
1.01823e+06,5,QOSDATA_TID6,1066
1.01841e+06,20,ACK,14
1.01846e+06,5,CTL,20
1.01854e+06,1,RTS,20
1.01861e+06,20,CTS,14
1.01867e+06,1,QOSDATA_TID6,1066
1.01886e+06,20,ACK,14
1.0189e+06,1,CTL,20
1.01899e+06,7,RTS,20
1.01899e+06,15,RTS,20
1.01905e+06,20,CTS,14
1.01911e+06,7,QOSDATA_TID6,1066
1.0193e+06,20,ACK,14
1.01934e+06,7,CTL,20
1.01943e+06,15,RTS,20
1.01943e+06,14,RTS,20
1.01954e+06,2,RTS,20
1.01961e+06,20,CTS,14
1.01967e+06,2,QOSDATA_TID6,1066
1.01986e+06,20,ACK,14
1.0199e+06,2,CTL,20
1.01999e+06,3,RTS,20
1.02005e+06,20,CTS,14
1.02011e+06,3,QOSDATA_TID6,1066
1.0203e+06,20,ACK,14
1.02034e+06,3,CTL,20
1.02043e+06,12,RTS,20
1.02043e+06,6,RTS,20
1.02043e+06,19,RTS,20
1.0205e+06,20,CTS,14
1.02056e+06,12,QOSDATA_TID6,1066
1.02074e+06,20,ACK,14
1.02078e+06,12,CTL,20
1.02088e+06,16,RTS,20
1.02088e+06,17,RTS,20
1.02102e+06,16,RTS,20
1.02109e+06,20,CTS,14
1.02115e+06,16,QOSDATA_TID6,1066
1.02133e+06,20,ACK,14
1.02138e+06,16,CTL,20
1.02146e+06,13,RTS,20
1.02153e+06,20,CTS,14
1.02159e+06,13,QOSDATA_TID6,1066
1.02177e+06,20,ACK,14
1.02182e+06,13,CTL,20
1.0219e+06,4,RTS,20
1.0219e+06,10,RTS,20
1.022e+06,17,RTS,20
1.022e+06,15,RTS,20
1.0221e+06,19,RTS,20
1.0221e+06,18,RTS,20
1.0222e+06,6,RTS,20
1.02227e+06,20,CTS,14
1.02233e+06,6,QOSDATA_TID6,1066
1.02251e+06,20,ACK,14
1.02255e+06,6,CTL,20
1.02264e+06,19,RTS,20
1.02264e+06,0,CTS,14
1.02274e+06,0,RTS,20
1.02281e+06,20,CTS,14
1.02287e+06,0,QOSDATA_TID6,1066
1.02306e+06,20,ACK,14
1.0231e+06,0,QOSDATA_TID6,1066
1.02328e+06,20,ACK,14
1.02333e+06,0,CTL,20
1.02341e+06,19,RTS,20
1.02341e+06,9,RTS,20
1.02341e+06,5,RTS,20
1.02355e+06,18,RTS,20
1.02362e+06,20,CTS,14
1.02368e+06,18,QOSDATA_TID6,1066
1.02386e+06,20,ACK,14
1.0239e+06,18,QOSDATA_TID6,1066
1.02409e+06,20,ACK,14
