time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,0,1,2,3,0,0,22,0.69145,0.1,0.227273,22,10,78,0,1
1.2,3,1,3,3,0,0,26,0.66481,0,0.125,8,4,87,3,1
1.3,5,1,3,3,0,0,27,0.68835,0.111111,0.521739,23,9,121,4,1
1.4,5,1,3,3,0,0,27,0.72811,0,0.25,4,2,105,0,0
1.5,5,1,3,3,0,0,27,0.74811,0.285714,0.428571,14,7,97,4,0
1.6,6,1,3,3,0,0,27,0.71504,0,0.142857,21,11,80,1,0
1.7,6,1,3,3,0,0,27,0.67007,0,0.25,4,2,85,0,0
1.8,7,1,3,3,0,0,29,0.73066,0,0.285714,14,7,98,1,1
1.9,7,1,3,3,0,0,29,0.67573,0,0.5,2,1,102,0,0
2,7,1,3,3,0,0,29,0.73861,0.357143,0.571429,28,14,92,4,0
2.1,7,1,3,3,0,0,29,0.72104,0.333333,0.404762,42,21,110,2,0
2.2,9,1,4,3,0,0,29,0.74927,0.384615,0.616667,60,26,126,9,1
2.3,9,1,4,3,0,0,30,0.75362,0.176471,0.382353,34,17,144,7,1
2.4,9,1,4,3,0,0,30,0.60177,0.5,0.75,4,2,119,2,0
2.5,9,1,4,3,0,0,31,0.68498,0,0,0,0,116,0,1
2.6,10,1,4,3,0,0,31,0.71421,0.5,0.722222,18,8,95,4,0
2.7,10,1,4,3,0,0,31,0.56545,0,0,0,0,115,0,0
2.8,12,1,4,3,0,0,31,0.72413,0.777778,0.777778,18,9,127,4,0
2.9,13,1,4,3,0,0,31,0.75281,0.233333,0.532258,62,30,184,20,0
3,13,1,4,3,0,0,31,0.77556,0.114286,0.536585,82,35,234,37,0
3.1,14,1,4,3,0,0,31,0.76514,0.52381,0.76,50,21,255,18,0
3.2,14,1,4,3,0,0,31,0.76241,0.4,0.705128,78,30,234,28,0
3.3,14,1,4,3,0,0,31,0.77274,0.354839,0.675,80,31,247,30,0
3.4,14,1,4,3,0,0,31,0.77743,0.285714,0.634146,82,35,263,36,0
3.5,14,1,4,3,0,0,31,0.77753,0.225,0.645161,124,40,195,50,0
3.6,14,1,4,3,0,0,31,0.7651,0.428571,0.62766,94,42,194,30,0
3.7,14,1,4,3,0,0,31,0.75852,0.333333,0.586207,58,27,230,26,0
3.8,14,1,4,3,0,0,31,0.76409,0.222222,0.533333,60,27,231,22,0
3.9,14,1,4,3,0,0,31,0.77719,0.346939,0.66129,124,49,223,49,0
4,14,1,4,3,0,0,31,0.77666,0.463415,0.762295,122,41,217,46,0
4.1,14,1,4,3,0,0,31,0.76565,0.32,0.640625,64,25,155,27,0
4.2,14,1,4,3,0,0,31,0.76742,0.242424,0.576923,78,33,167,35,0
4.3,14,1,4,3,0,0,31,0.735,0.235294,0.5,42,17,149,16,0
4.4,14,1,4,3,0,0,31,0.75823,0.2,0.458333,48,20,175,23,0
4.5,14,1,4,3,0,0,31,0.77431,0.230769,0.583333,60,26,208,23,0
4.6,14,1,4,3,0,0,31,0.79589,0.5,0.835938,128,40,316,51,0
4.7,14,1,4,3,0,0,31,0.77878,0.208333,0.517241,58,24,277,32,0
4.8,14,1,4,3,0,0,31,0.76614,0.130435,0.5,54,23,165,27,0
4.9,14,1,4,3,0,0,31,0.77865,0.388889,0.737288,118,36,231,46,0
5,14,1,4,3,0,0,31,0.7842,0.5,0.78125,96,32,208,33,0
5.1,14,1,4,3,0,0,31,0.77198,0.428571,0.689655,58,21,291,25,0
5.2,14,1,4,3,0,0,31,0.77788,0.235294,0.652174,92,34,206,35,0
5.3,14,1,4,3,0,0,31,0.75193,0.384615,0.691176,68,26,245,25,0
5.4,14,1,4,3,0,0,31,0.78436,0.212121,0.547619,84,33,220,47,0
5.5,14,1,4,3,0,0,31,0.77058,0.3,0.6625,80,30,331,32,0
5.6,14,1,4,3,0,0,31,0.78897,0.27027,0.669643,112,37,312,57,0
5.7,14,1,4,3,0,0,31,0.75908,0.28125,0.5,72,32,232,30,0
5.8,14,1,4,3,0,0,31,0.76094,0.217391,0.52,50,23,295,22,0
5.9,14,1,4,3,0,0,31,0.78245,0.235294,0.590909,88,34,303,41,0
6,14,1,4,3,0,0,31,0.77698,0.388889,0.673077,104,36,170,38,0
6.1,14,1,4,3,0,0,31,0.77068,0.194444,0.576087,92,36,207,36,0
6.2,14,1,4,3,0,0,31,0.76572,0.34375,0.585714,70,32,213,22,0
6.3,14,1,4,3,0,0,31,0.77306,0.387097,0.666667,78,31,244,34,0
6.4,14,1,4,3,0,0,31,0.77028,0.324324,0.511905,84,37,230,39,0
6.5,14,1,4,3,0,0,31,0.77083,0.225806,0.557143,70,31,228,31,0
6.6,14,1,4,3,0,0,31,0.79691,0.580645,0.866667,120,31,396,53,0
6.7,14,1,4,3,0,0,31,0.78122,0.535714,0.75,80,28,360,26,0
6.8,14,1,4,3,0,0,31,0.77806,0.295455,0.62037,108,44,290,45,0
6.9,14,1,4,3,0,0,31,0.78671,0.319149,0.629032,124,47,263,47,0
7,14,1,4,3,0,0,31,0.77299,0.324324,0.663043,92,37,202,38,0
7.1,14,1,4,3,0,0,31,0.77342,0.424242,0.747253,91,33,187,32,0
7.2,14,1,4,3,0,0,31,0.75809,0.392857,0.640625,64,28,246,16,0
7.3,14,1,4,3,0,0,31,0.77863,0.4,0.689189,74,30,254,30,0
7.4,14,1,4,3,0,0,31,0.77298,0.324324,0.619565,92,37,258,38,0
7.5,14,1,4,3,0,0,31,0.77084,0.275862,0.631579,76,29,260,31,0
7.6,14,1,4,3,0,0,31,0.76636,0.28,0.681818,66,25,173,26,0
7.7,14,1,4,3,0,0,31,0.77307,0.411765,0.666667,84,34,239,33,0
7.8,14,1,4,3,0,0,31,0.7591,0.148148,0.453125,64,27,174,29,0
7.9,14,1,4,3,0,0,31,0.75555,0.384615,0.685714,70,26,170,23,0
