time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,0,1,2,3,0,0,24,0.61252,0.333333,0.5,6,3,55,0,1
1.2,9,1,4,3,0,0,27,0.69247,0.171429,0.47191,89,35,55,15,1
1.3,9,1,4,3,0,0,30,0.6216,0,0.5,2,1,50,0,1
1.4,9,1,4,3,0,0,30,0.63873,0,0.25,4,2,73,0,0
1.5,9,1,4,3,0,0,30,0.65442,0,0,2,1,136,0,0
1.6,12,1,4,3,0,0,30,0.70814,0.2,0.4,10,5,85,3,0
1.7,18,1,4,3,0,0,30,0.74625,0.354839,0.67,100,31,152,36,0
1.8,20,1,4,3,0,0,30,0.72567,0.25,0.552941,85,36,156,33,0
1.9,20,1,4,3,0,0,30,0.7679,0.145833,0.585366,123,48,151,55,0
2,20,1,4,3,0,0,30,0.74429,0.25641,0.522727,88,39,127,27,0
2.1,21,1,4,3,0,0,30,0.743,0.208333,0.461538,52,24,133,13,0
2.2,21,1,4,3,0,0,30,0.7503,0.314286,0.597826,92,35,147,29,0
2.3,21,1,4,3,0,0,30,0.752,0.0882353,0.52381,84,34,122,32,0
2.4,21,1,4,3,0,0,30,0.74311,0.321429,0.533333,60,28,103,21,0
2.5,21,1,4,3,0,0,30,0.73439,0.184211,0.572917,96,38,136,33,0
2.6,22,1,4,3,0,0,30,0.69684,0.214286,0.481481,27,14,166,9,0
2.7,23,1,4,3,0,0,30,0.75969,0.340909,0.645161,124,44,170,45,0
2.8,23,1,4,3,0,0,30,0.761,0.305556,0.608696,92,36,157,39,0
2.9,24,1,4,3,0,0,30,0.76424,0.348837,0.611111,108,43,179,46,0
3,24,1,4,3,0,0,30,0.76255,0.09375,0.585106,94,32,147,51,0
3.1,24,1,4,3,0,0,30,0.72838,0.173913,0.42,50,23,122,22,0
3.2,24,1,4,3,0,0,30,0.74264,0.257143,0.5,76,35,140,22,0
3.3,24,1,4,3,0,0,30,0.7451,0.285714,0.446429,56,28,154,12,0
3.4,24,1,4,3,0,0,30,0.75146,0.214286,0.54,100,42,144,36,0
3.5,24,1,4,3,0,0,30,0.77691,0.254545,0.649351,154,55,178,74,0
3.6,25,1,4,3,0,0,30,0.75569,0.242424,0.567901,81,33,137,39,0
3.7,25,1,4,3,0,0,30,0.75779,0.238095,0.515464,97,42,181,41,0
3.8,25,1,4,3,0,0,30,0.77022,0.369565,0.7625,160,46,208,59,0
3.9,25,1,4,3,0,0,30,0.75528,0.3,0.581633,98,40,170,40,0
4,25,1,4,3,0,0,30,0.71712,0.105263,0.368421,38,19,171,20,0
4.1,25,1,4,3,0,0,30,0.71845,0.363636,0.655172,58,22,143,22,0
4.2,27,1,4,3,0,0,30,0.72229,0.333333,0.7,50,18,202,16,0
4.3,27,1,4,3,0,0,30,0.78029,0.390625,0.764706,221,64,267,80,0
4.4,27,1,4,3,0,0,30,0.77166,0.304348,0.618182,110,46,210,55,0
4.5,27,1,4,3,0,0,30,0.77892,0.193548,0.675,200,62,234,86,0
4.6,27,1,4,3,0,0,30,0.78103,0.3125,0.724138,232,64,296,91,0
4.7,27,1,4,3,0,0,30,0.7886,0.327586,0.768868,212,58,274,93,0
4.8,27,1,4,3,0,0,30,0.73727,0.409091,0.777778,72,22,207,33,0
4.9,27,1,4,3,0,0,30,0.76789,0.392157,0.717949,156,51,216,58,0
5,27,1,4,3,0,0,30,0.77372,0.345455,0.689189,148,55,205,66,0
5.1,27,1,4,3,0,0,30,0.78164,0.222222,0.644578,166,54,213,72,0
5.2,27,1,4,3,0,0,30,0.75661,0.378378,0.677083,96,37,190,34,0
5.3,27,1,4,3,0,0,30,0.78318,0.254237,0.687831,189,59,234,85,0
5.4,27,1,4,3,0,0,30,0.78589,0.271186,0.72973,185,59,284,87,0
5.5,27,1,4,3,0,0,30,0.78256,0.22,0.679012,162,50,251,85,0
5.6,27,1,4,3,0,0,30,0.7647,0.362069,0.652778,144,58,247,55,0
5.7,27,1,4,3,0,0,30,0.77591,0.4,0.742424,198,60,238,73,0
5.8,27,1,4,3,0,0,30,0.78128,0.344828,0.744681,188,58,279,75,0
5.9,27,1,4,3,0,0,30,0.78019,0.346154,0.738636,176,52,228,76,0
6,27,1,4,3,0,0,30,0.78053,0.263158,0.647059,170,57,179,83,0
6.1,27,1,4,3,0,0,30,0.75403,0.333333,0.696078,102,39,208,42,0
6.2,27,1,4,3,0,0,30,0.76995,0.204545,0.626984,126,44,200,65,0
6.3,27,1,4,3,0,0,30,0.76616,0.34,0.693333,150,50,241,58,0
6.4,27,1,4,3,0,0,30,0.79008,0.358974,0.733333,150,39,222,79,0
6.5,27,1,4,3,0,0,30,0.75702,0.244444,0.529412,102,45,226,39,0
6.6,27,1,4,3,0,0,30,0.77686,0.345455,0.702381,168,55,206,67,0
6.7,27,1,4,3,0,0,30,0.77937,0.26087,0.657895,152,46,204,69,0
6.8,27,1,4,3,0,0,30,0.75695,0.382979,0.693548,124,47,191,49,0
6.9,27,1,4,3,0,0,30,0.75394,0.304348,0.639344,122,46,201,40,0
7,27,1,4,3,0,0,30,0.76902,0.22807,0.662651,166,57,176,68,0
7.1,27,1,4,3,0,0,30,0.77368,0.254545,0.528169,142,55,234,68,0
7.2,27,1,4,3,0,0,30,0.78784,0.383333,0.75463,216,60,270,87,0
7.3,27,1,4,3,0,0,30,0.77981,0.258621,0.676136,176,58,246,78,0
7.4,27,1,4,3,0,0,30,0.76885,0.24,0.644928,138,50,218,63,0
7.5,27,1,4,3,0,0,30,0.74905,0.263158,0.475,80,38,175,33,0
7.6,27,1,4,3,0,0,30,0.76978,0.340426,0.687023,131,47,167,63,0
7.7,27,1,4,3,0,0,30,0.7682,0.306122,0.748571,175,49,248,59,0
7.8,27,1,4,3,0,0,30,0.79366,0.283333,0.691176,204,60,242,92,0
7.9,27,1,4,3,0,0,30,0.77629,0.309091,0.625,144,55,192,66,0
