time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,0,1,2,3,0,0,24,0.61252,0.333333,0.5,6,3,55,0,1
1.2,9,1,4,3,0,0,27,0.69247,0.171429,0.47191,89,35,55,15,1
1.3,9,1,4,3,0,0,30,0.6216,0,0.5,2,1,50,0,1
1.4,9,1,4,3,0,0,30,0.63873,0,0.25,4,2,73,0,0
1.5,9,1,4,3,0,0,30,0.65442,0,0,2,1,136,0,0
1.6,12,1,4,3,0,0,30,0.70814,0.2,0.4,10,5,85,3,0
1.7,18,1,4,3,0,0,30,0.74625,0.354839,0.67,100,31,152,36,0
1.8,20,1,4,3,0,0,30,0.72567,0.25,0.552941,85,36,156,33,0
1.9,20,1,4,3,0,0,30,0.7679,0.145833,0.585366,123,48,151,55,0
2,20,1,4,3,0,0,30,0.74429,0.25641,0.522727,88,39,127,27,0
2.1,21,1,4,3,0,0,30,0.743,0.208333,0.461538,52,24,133,13,0
2.2,21,1,4,3,0,0,30,0.7503,0.314286,0.597826,92,35,147,29,0
2.3,21,1,4,3,0,0,30,0.752,0.0882353,0.52381,84,34,122,32,0
2.4,21,1,4,3,0,0,30,0.74311,0.321429,0.533333,60,28,103,21,0
2.5,21,1,4,3,0,0,30,0.73439,0.184211,0.572917,96,38,136,33,0
2.6,22,1,4,3,0,0,30,0.69684,0.214286,0.481481,27,14,166,9,0
2.7,23,1,5,3,0,0,30,0.75969,0.340909,0.645161,124,44,170,45,1
2.8,23,1,5,3,0,0,30,0.76138,0.324324,0.619565,92,37,173,45,0
2.9,24,1,5,3,0,0,30,0.76008,0.342105,0.663462,104,38,171,51,0
3,24,1,5,3,0,0,30,0.76157,0.3125,0.695652,92,32,163,48,0
3.1,24,1,5,3,0,0,30,0.72729,0.0769231,0.285714,28,13,142,16,0
3.2,24,1,5,3,0,0,30,0.74368,0.222222,0.5,38,18,112,22,0
3.3,24,1,5,3,0,0,30,0.74319,0.294118,0.5,34,17,142,20,0
3.4,24,1,5,3,0,0,30,0.75108,0.222222,0.483871,62,27,156,32,0
3.5,24,1,5,3,0,0,30,0.76978,0.326087,0.675,120,46,202,67,0
3.6,25,1,5,3,0,0,30,0.75556,0.142857,0.433333,60,28,140,47,0
3.7,25,1,5,3,0,0,30,0.7686,0.341463,0.682692,104,41,202,55,0
3.8,25,1,5,3,0,0,30,0.78112,0.257143,0.685185,108,35,198,77,0
3.9,25,1,5,3,0,0,30,0.74329,0.421053,0.595238,42,19,169,24,0
4,25,1,5,3,0,0,30,0.68435,0.285714,0.555556,18,7,163,8,0
4.1,25,1,5,3,0,0,30,0.7238,0.428571,0.736842,38,14,151,23,0
4.2,26,1,5,3,0,0,30,0.72722,0.266667,0.454545,33,15,173,21,0
4.3,26,1,5,3,0,0,30,0.78604,0.309091,0.7,160,55,282,91,0
4.4,26,1,5,3,0,0,30,0.77435,0.236842,0.5,84,38,194,68,0
4.5,27,1,5,3,0,0,30,0.78927,0.306122,0.669231,130,49,210,92,0
4.6,27,1,5,3,0,0,30,0.79,0.403509,0.743017,179,57,317,101,0
4.7,27,1,5,3,0,0,30,0.7934,0.285714,0.774194,186,49,339,105,0
4.8,27,1,5,3,0,0,30,0.73198,0.25,0.512195,41,20,207,35,0
4.9,27,1,5,3,0,0,30,0.76779,0.170732,0.455556,90,41,228,71,0
5,27,1,5,3,0,0,30,0.76903,0.372093,0.686567,134,43,212,61,0
5.1,27,1,5,3,0,0,30,0.78311,0.456522,0.698276,116,46,253,67,0
5.2,27,1,5,3,0,0,30,0.75862,0.4,0.614286,70,30,226,36,0
5.3,27,1,5,3,0,0,30,0.7826,0.204082,0.569231,130,49,246,89,0
5.4,27,1,5,3,0,0,30,0.79324,0.360656,0.713542,192,61,308,111,0
5.5,27,1,5,3,0,0,30,0.78243,0.26087,0.629032,124,46,247,87,0
5.6,27,1,5,3,0,0,30,0.76632,0.333333,0.616279,86,36,195,49,0
5.7,27,1,5,3,0,0,30,0.78116,0.428571,0.704545,132,49,230,80,0
5.8,27,1,5,3,0,0,30,0.77031,0.325,0.741935,124,40,291,60,0
5.9,27,1,5,3,0,0,30,0.79274,0.203704,0.62963,162,54,233,100,0
6,27,1,5,3,0,0,30,0.79111,0.295455,0.710938,128,44,195,83,0
6.1,27,1,5,3,0,0,30,0.74536,0.238095,0.56,50,21,240,38,0
6.2,27,1,5,3,0,0,30,0.76951,0.333333,0.637097,124,45,200,67,0
6.3,27,1,5,3,0,0,30,0.7616,0.342105,0.68,100,38,245,53,0
6.4,27,1,5,3,0,0,30,0.78014,0.395833,0.759494,158,48,213,82,0
6.5,27,1,5,3,0,0,30,0.75867,0.05,0.325,40,20,202,40,0
6.6,27,1,5,3,0,0,30,0.77916,0.42,0.743056,144,50,186,76,0
6.7,27,1,5,3,0,0,30,0.78006,0.25,0.684211,152,48,212,84,0
6.8,27,1,5,3,0,0,30,0.76746,0.217391,0.553571,56,23,155,44,0
6.9,27,1,5,3,0,0,30,0.74916,0.25,0.557692,52,20,185,35,0
7,27,1,5,3,0,0,30,0.77749,0.297872,0.604839,124,47,224,72,0
7.1,27,1,5,3,0,0,30,0.7736,0.410256,0.710526,114,39,206,66,0
7.2,27,1,5,3,0,0,30,0.78499,0.32,0.725,160,50,258,84,0
7.3,27,1,5,3,0,0,30,0.77764,0.277778,0.679245,106,36,206,74,0
7.4,27,1,5,3,0,0,30,0.77604,0.113636,0.519231,104,44,197,74,0
7.5,27,1,5,3,0,0,30,0.75407,0.190476,0.431818,44,21,163,28,0
7.6,27,1,5,3,0,0,30,0.76832,0.375,0.692982,114,40,151,64,0
7.7,27,1,5,3,0,0,30,0.77173,0.230769,0.632075,106,39,241,61,0
7.8,27,1,5,3,0,0,30,0.79193,0.28,0.729412,170,50,216,93,0
7.9,27,1,5,3,0,0,30,0.78256,0.380952,0.692308,104,42,208,78,0
