time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
0.1,30,1,5,3,0,0,0,0.0034,0,0,0,0,0,0,0
0.2,30,1,5,3,0,0,15,0.27112,0.714286,0.958333,48,7,0,0,1
0.3,30,1,5,3,0,0,15,0.0044,0,0,0,0,0,0,0
0.4,30,1,5,3,0,0,15,0.0044,0,0,0,0,0,0,0
0.5,30,1,5,3,0,0,15,0.0044,0,0,0,0,0,0,0
0.6,30,1,5,3,0,0,15,0.0044,0,0,0,0,0,0,0
0.7,30,1,5,3,0,0,24,0.1893,0.2,0.722222,18,5,5,0,1
0.8,30,1,5,3,0,0,24,0.30954,0,0,0,0,20,0,0
0.9,30,1,5,3,0,0,24,0.35826,0,0,0,0,40,0,0
1,30,1,5,3,0,0,24,0.46727,0,0,0,0,55,0,0
1.1,30,1,5,3,0,0,24,0.61804,0,0,0,0,55,0,0
1.2,30,1,5,3,0,0,26,0.67711,0.3,0.64,25,10,55,13,1
1.3,30,1,5,3,0,0,30,0.61537,0,0,2,1,50,4,1
1.4,30,1,5,3,0,0,30,0.61587,0,0,0,0,55,0,0
1.5,30,1,5,3,0,0,30,0.67521,0,0,0,0,120,1,0
1.6,30,1,5,3,0,0,30,0.70342,0,0.333333,6,3,97,2,0
1.7,30,1,5,3,0,0,30,0.73811,0.181818,0.52,50,22,175,28,0
1.8,30,1,5,3,0,0,31,0.71045,0.1,0.3,20,10,128,19,1
1.9,30,1,5,3,0,0,31,0.75676,0.3,0.575342,73,30,106,46,0
2,30,1,5,3,0,0,31,0.73461,0.2,0.4,20,10,115,15,0
2.1,30,1,5,3,0,0,31,0.74884,0.217391,0.52,50,23,113,24,0
2.2,30,1,5,3,0,0,31,0.74577,0.173913,0.48,50,23,151,28,0
2.3,30,1,5,3,0,0,31,0.75277,0.235294,0.472222,36,17,103,28,0
2.4,30,1,5,3,0,0,31,0.73142,0.111111,0.222222,18,9,107,13,0
2.5,30,1,5,3,0,0,31,0.74784,0.208333,0.586207,58,24,124,35,0
2.6,30,1,5,3,0,0,31,0.69526,0,0,0,0,124,3,0
2.7,30,1,5,3,0,0,31,0.75564,0.352941,0.595238,42,17,112,26,0
2.8,30,1,5,3,0,0,31,0.75887,0.115385,0.483871,62,26,176,41,0
2.9,30,1,5,3,0,0,31,0.76382,0.347826,0.640351,114,46,153,59,0
3,30,1,5,3,0,0,31,0.75734,0.208333,0.442308,52,24,145,42,0
3.1,30,1,5,3,0,0,31,0.72832,0.222222,0.55,20,9,132,15,0
3.2,30,1,5,3,0,0,31,0.73113,0,0.15,20,10,114,13,0
3.3,30,1,5,3,0,0,31,0.73416,0.210526,0.45,40,19,132,18,0
3.4,30,1,5,3,0,0,31,0.75335,0.409091,0.590909,44,22,155,28,0
3.5,30,1,5,3,0,0,31,0.76926,0.282609,0.603774,106,46,220,66,0
3.6,30,1,5,3,0,0,31,0.73927,0.333333,0.58,50,21,120,37,0
3.7,30,1,5,3,0,0,31,0.76256,0.314286,0.670732,82,35,148,48,0
3.8,30,1,5,3,0,0,31,0.76765,0.270833,0.572727,110,48,182,67,0
3.9,30,1,4,3,0,0,31,0.74071,0.16,0.592105,76,25,149,32,1
4,30,1,4,3,0,0,31,0.6854,0,0.3,10,5,133,4,0
4.1,30,1,4,3,0,0,31,0.71195,0.380952,0.693548,62,21,112,24,0
4.2,30,1,4,3,0,0,31,0.63111,0.307692,0.535714,28,13,130,4,0
4.3,30,1,4,3,0,0,31,0.76145,0.301887,0.611111,126,53,186,51,0
4.4,30,1,4,3,0,0,31,0.73819,0.214286,0.560606,66,28,174,29,0
4.5,30,1,4,3,0,0,31,0.77264,0.283019,0.644928,138,53,162,63,0
4.6,30,1,4,3,0,0,31,0.77949,0.295082,0.698492,199,61,278,80,0
4.7,30,1,4,3,0,0,31,0.79282,0.413043,0.763975,161,46,203,85,0
4.8,30,1,4,3,0,0,31,0.69147,0.526316,0.791045,67,19,188,25,0
4.9,30,1,4,3,0,0,31,0.75666,0.309524,0.588235,102,42,146,37,0
5,30,1,4,3,0,0,31,0.77099,0.340426,0.681034,116,47,195,50,0
5.1,30,1,4,3,0,0,31,0.77296,0.395833,0.735714,140,48,187,60,0
5.2,30,1,4,3,0,0,31,0.73534,0.230769,0.465517,58,26,156,14,0
5.3,30,1,4,3,0,0,31,0.7725,0.259259,0.613636,132,54,192,71,0
5.4,30,1,4,3,0,0,31,0.78102,0.35,0.735,200,60,272,84,0
5.5,30,1,4,3,0,0,31,0.77203,0.36,0.703704,162,50,222,66,0
